question_id,image_id,llama_answer
iL7gMCQ2U2vjmJWoyYc9wn,25986,Foil
iNDT4fYo9xeKBX6TrvtkVR,31093,Fall
iSYpHGY6hdWo6qLQBbrENX,438304,Serena williams
iXYYsBAjutihbRQuT3LVzn,264535,Reading
iepNGdTWvJFnPbHVTuKmLw,230362,Sailboat
ijeUcdVFHVYtTABEpPYJCR,292236,Military
inA8DF895bDbH7gLhXnenH,33368,Nike
ioNZxNbwvEagLBwSYCmVkU,505565,Stork
iq9BaDbmL7bZfnXELtibFz,386912,Desktop
irhkgQFLQikZ9fY6LfKbKN,357816,Nike
iriWmuGxQfwS4Uj8UE2ojD,379533,Africa
isR9iC8cxoXvYQYBacRuzc,185802,Very ripe
j3G4tBe5ga2sVPS2yWYbFM,37988,Serve
j4usZ4NoJf62hcBq4GCBc7,3845,Chinese
j5HvFYT7fQSpvcuwoY7495,55167,American
j5j6LUEzw383spcNXi7XhT,279278,Skateboard
j6AP78GdCUYqzaxWmNS5MX,479155,Produce
j6q58xPaDShNBgnj2kKpAP,425227,Beach
j9ix7Egb5KJ7PkXttbbtdC,472375,Sitting
jDicosLUWpypTQmQkRhC4W,483667,Top hat
jE3TsyErJ4eD8rPhTzBzb6,520910,Looking
jENRJNFPp8S9aqLGkRfkiU,463618,Living room
jJtrzZ4RRXKH8SSVmgw8tp,298251,Field
jK2QtNn8nC2mC2E57bZv7L,394510,Fall
jKMHHLCYMYAARWrY2r4KHW,201072,Left
jMvTvShVbt7rP82s3rRXxf,581206,Gloves
jQLQXdTab2NMEr4CHskSjQ,534827,Motorcycle
jQjEGnnPzL4AVqfBAfHvjq,163118,Gym
jRxbsCVJxNtUMvsEBfpTaE,42178,Freight
jT7i37wypejYFkuDY3xLLg,278463,Highlighter
jVXbihURQxsHwkTVByGBKj,332351,Surfboards
jZ6AjasusNaTDooYZHPv6L,546964,Living room
ja6pMKAxBoEM6Q9tvtsmMA,356347,Metal
jb2M9hwaHvK2itZac5i4tb,531495,Boats
jbdEbFFZDtMSrD3h32SFAp,448263,He is catching ball
jfuLWvGbtvRTnLYAPEE8pi,569917,2
jnEMGAZLdvFn9ZgBYUbAUX,223747,Wake up
jnuckE6W2YqaueH7XL4ogy,534673,Tour
jqhSWKF72XwtaJGZH7XbS9,58539,1
jtqcU9Q9ToadtKDFM8p7mP,578871,Rice
jvRoVpT79gh4dBU94qtsK8,160556,Microwave
jyrnj3VZZGHVf5gYxzYmxA,2685,Wine tasting
k3XafzjyDZn8GCzcH9BE5g,74209,12
k8WjRvSCus9iQjUV6mPbCQ,365745,Beer
k8y3RfpAYmSuXDkcpiDQrx,567740,Skiing
kHb4MjmU3bZTRY5qJSrZe7,127530,Backhand
kLeQDtR5HUh6L8dbvEzhGe,159791,Stove
kP9etcrALtsYL363dVhT5Y,274687,Handlebars
kZWuYe4HefJH33d7GCb4Tk,99053,Chinese
kaocqcY3CESTstFs9Bd4Pg,133645,Evening
kgUHGxPt2H4SrR5Nb9be44,260470,Sweater
khkvYrTt2t5MTJyJvBNiDR,309678,Tomatoes
kkSpeDk4MgZ6g4KPcyS5Lc,445248,3
kpuykmWTony3CofsE8S8Dt,338625,New york
kqVKk7x35jEP3uXnZR3wBf,121242,Holding
kqxqUW6zqryU2Cu2oz46fH,439715,Boots
ksqkKgifofmUwDS94V5ggP,430056,Bread
kyKhGsfSaSgAxrLEqyWgqq,182441,Seagull
kzYUWLK5ajb3LRzgYcCFXc,395801,Parking
m2mA48VKETDDYeJKgD5qSx,18380,Family
m4BSqisXuHjv98qLTDT2NE,109916,Baking
m4HzZ8497MsdVCT3HWMJA2,357941,Rotary
m5WdqTRtUoKxbPMBxJRUtg,215723,Parking
m7QwuD24FiwpWgFgkzBb7M,47571,Woman
m8XZ5DnesmzfsjwMhMsbfe,476787,Cheese
mAt78gqtxnGgcVGrA4tHN5,98520,20th
mDPZ2AJQQx7b6CASimGgGD,315187,Hardware
mEmUcZuHB6GamJkfCAwtsD,37751,Mountains
mNNi2tGdk9CvAdHYyZekG9,237517,Outside
mQ4rtN2j9oECfTdyWEczjX,121744,Stretch
mQ5TJVLswrNGGP3La64Erc,54123,Eating
mQJZ2QZgUf2uzSoLNyFn8w,107226,Dog
mR37Xa62rp3FvidP5ppgCc,53624,Elephant
mTeNP8rQAWywyEL6BxJzMr,61333,Read
mWHEDu3pfYCy9FwrW5Qkt2,484404,Leather
mXqJFvpNahd3xSBSMLqk9M,337498,Cheese
ma7Jzg4NKgXtp5cBVh4kFP,450488,Bedroom
mcfejYn8zoagoF5VgNuR2F,541773,Wine
mdsQntNbjZRukzkyyHaD8T,50149,Peel
mdxki75RbHjL4kGrUbbSY2,213605,San francisco
mhLhbPavrBpfdknacMN7GL,368684,Living room
miQ67PB4K4pA5v37BoLda9,283717,Microwave
minwD4A8mxqhLxMHjfniKy,290248,Chinese
mjCY6VtSoZiKbBKKx3YuLZ,19402,Eating
mo9chSC5Km6Nu3Dg3mwrX6,279774,Babe ruth
moDoPYYpw2bSfSdDnFnut9,93353,Hot dog
mxJ9HhWF4QbrG97rdsY7Pe,283520,Forest
myZ67NZGoYaNEa8kADF8rV,67616,Winter
n2V3ufCHusHxHg3doMLfoT,176901,Fell
n2aTnUjkSkZPZEWK8S6T9Q,520009,Reverse
n3EWd223KWajDuTgFCGZmw,215114,Refrigerator
n3pP3X6CbTGfsNu52Eujfm,57232,Wood
n94Br4ZABpt9F8AeBnAaQK,15497,Camera
nKwQobxEKFkMGtc8DcQ5Ju,55528,1
nPTyUSa2BpdW7QXX7eKxpv,291791,4
nPhzzycXaUKH9UGFjCjsKQ,79588,4
nRteor62jdHkABoiGEqDoS,410878,License
nSKBbRdixLP5o5mr8W2VBJ,376625,Trolley
nVg8yTiMtqm4VmDPRDPhLB,178028,Dry hair
nWKHkqWrAhfXG7eRWGX8B5,493905,Match
nbKEZAsRQ7mimyjkQYFn6d,344909,Fire department
nejsAgBentBTfKxMaELBsr,147415,Write
ngQSEzXpxxTNJ4mVQxD9JM,565877,Laptop
nhdJhq3kPGKBKMx4FCvXUs,213830,Tennis court
nidoPGHJpvjJLkJWzxWUng,281693,One world
nif2rWzKpmykkka2moeA3e,320743,Riding
njzRWp6op4a49j3UtEjEFo,122962,Birthday party
nkstSbXoxcYyHbvBbKvZtV,433515,Rainbow
nmLBpYK7TqpwcCnkYbL2Tr,535156,Playing
npMJUgqcniPJuZPEh7mP3t,465675,Boat
nqDVieEVdjDt3CELi7g5Zh,326970,Texting
ntQQ9FVL9GKUoT2WvCWiHD,231088,Wire
nz5BRooQteeNkQ2by7nGyU,141821,Water
nzNFFqRxL3q4gJf2iXRMtT,476770,Glove
o5Pf29Ro76nufH3SYS49LM,536073,Margarita
o7YUWt5CppEBSMU9tUszUZ,7088,Rain
o7eySiU8AwFHu3Lgp5xoK9,288862,Handstand
o9RMCCdLoYDGb6oR8Z3yvi,341681,Grass
o9UdSvT8pgAVAQCkm8XPdz,463849,Canal
oAL5LQnAH9sB2oMiAmxsbq,489305,Fruit salad
oCwi6S3N5sKMdGtLLocG4p,64718,James ward
oGPSzHdRANrLhhyZLbbqNf,181666,To right
oJD9cm8E2JFszgzyPjaVgn,508730,Siblings
oNbHrnMXrskfw3TXzZ2QUp,80932,Pizza
oUJexrTXPEKNEATboAHaAA,157767,Breakfast
578p2wBoYH5uozEuVypCEw,173799,Elephants
CijjLDFS7tQM9TcoWMr2Ai,410712,Wells fargo
DD26xWreRvVu7ZDimAYL3e,6471,11
DD4oNBRHkHMzFGGVpdmrJi,187734,Legs
DdkfCj4NDiSSSVhqbtwCY2,73702,Rain
MAeoFJtYupeza6U6eeTWRc,473237,School
NRg96YBDgRbc5zFqdhKCC4,108026,Control
PK5o4oqyymgbmrsrLkF2Hw,548339,Nike
QfzADtoknvheZQ3r9o4XWa,152686,Fit
SkThfxuJxxSm39tNSA4FmQ,172648,Construction
TCqWeX5SXeeUmMjqkWnbSz,96493,Remote
UY4enMq3yMvLG5oAXZQVQL,323263,Fruit
WrPmpcpv5q8Drcc8xwkak9,235399,Moving
Y4KDhiu2MeKojYumTWRevx,348881,Hose
YgiqkypFRQHVYHqieDPN9u,447088,Yes
a4WQwPgnKUrGfWf3T2vpxE,323355,Happy
a5oWkZ7rkxNTvRLkk3ousT,230450,No
b6kMEJD9bLnsJksyGqZgcR,478862,Usa
c6Lei76FbsSgEKViCU2Kc5,554291,Playing
eHoQtRmsLAC3Ggzm5jKPXA,154644,Cigarette
eYDDWRpmaNrFZDRCNs6c5z,181542,Chanel
iTeGLgJNuQjkRqeTmKwWLs,261732,F
kGn5XFpkwvtJNrUnPLSzwm,407943,Umbrella
mK6UjDvYm6Wzn75aaaSEdF,166277,Dirty
mZGqAwu28rKDYShh6mrTz7,399462,Wind
n3q6CBsJfobMm4vAqMGi38,38678,Bagel
2UqDdmoKsLVD4Vt2qeMFds,456015,Horses
2gD7ih9AsXq7BmRBn57jv5,526706,Angus
3wvvpLQuiKWmKy5RHKESEC,329447,Herding
4XAzPXBEk6aZHFvdPTKdjH,429761,Shaking hands
4YdWSrT4x9p78GxJhf6vis,393226,Watch out for ice cream
6GNHDAUJnk4GUrW6x4AJwF,504635,Grass
7Q2MqmLkDhRu93vhjMPJXJ,13546,Skateboarding
8a5uCKsjUC9vtK2i7Amh28,70739,Tongue
9y2mxyvd3BxHofPfXKjG67,437898,Calendar
A4pTVyj6FszUQtpyuwuEs2,203580,Ice cream
ANzKkT7BMAmz62TWUSbPNn,537827,It will go out of bounds
B97VhjPyWdn4pXT5SvQybF,214200,Animals
CCVav8uwNeAerpwiN2jbcx,462576,Scrambled
CY5ZZbpJFTLSwMbjGybzpS,579158,Emergency exit
CfaSzNgDy23yuC4X55XVmn,328030,Skiing
F8Df2XjGi87XQBkJNa79Ka,245026,Bakery
Gv6voFmtsboJcuT7NppWmh,439623,Rust
H6tcAFjWHYBPUpyvG5PVrv,132329,Cold
KGhKWAGTj6kUsxSUHDH8t5,210520,Candle
KMF7Ym9gSvVVJ5QoLtTpt6,427160,Tag
Kn65sKCZq6EBQWNdQB469p,125936,Banana
MqCKsUbTPGQJxLL75tGc5F,486104,50
QH2k6NnZ5DxMLEeQQF8net,482719,Plum
QqviUwQkfAndzidCzfJFKS,280710,Sightseeing
R647v79wCuGwSJmeooBxyY,155443,Wait
RAq5ExoFdoDbbU97rvFYfZ,123213,Dodgers
RBTyZFjfaXXGuDBCesAqcV,447917,Nike
U2c5ooPZTZY7cc6xGBcFuM,18575,Salt
WmFJXxTJibdaLUQiLHKPNg,56127,To keep floor clean
Wsm6n4QiLcUf8UEmRUCdNL,277197,1970s
WwzDYpWLZsus6tMdSzVhWk,507223,Catcher
XPhow2MD6num6LkVWv2WDC,180101,Make wish
ZQKmx3C4YgDDUWd34gaPhS,417249,Business
Zg7XNQn9CZt3jkATUMXFhp,127270,Ponytail
a7EiGZsffnAC9nVsb9Y7AY,462031,Right handed
ab8eLKrdMaUhKCHtrDknSy,287291,Crossing
aqnbMDKEYEGFpVGpxuM6w4,380706,Traffic
bDqH62XFybrPPhHAUCbPHb,481390,White
cEtogP8bKLXGuFtxeEqkvZ,147338,Angry face
gurW28uKknkS6kmv6aPa6X,45472,Stick is black
iEWtnFwjAXAqCFXiopTTZs,578545,Pregnant
iGmzkJ63JuV4MwnQo2B6Jb,127092,Parking meter
iXG9vTJKiKBbMcgyngPRpH,479030,Brakes
mf7iP3eaca7zncQHvBLbEF,345397,Apple
n6paCuMnYEcapWb2TqLYoa,313588,Plaid
nZANMFWTuwNWznuT9RBNXr,369751,Pedestrians
